Name,Reference,Issue status,Item number,Number,Warehouse,Quantity,Site,,,,
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG150012302450,VSDP17002446,SW-LPA,-70,VNG-S,ส่งดรีม - ใบชั่วคราวตรงวันนะ,2017-05-18,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG150012302450,VSDP17002448,SW-LPA,-70,VNG-S,ฟอร์จูน - ใบชั่วคราว,2017-05-17,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG150012302450,VSDP17002449,SW-LPA,-140,VNG-S,โกดังสยามวู๊ด,2017-05-11,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG150012302450,VSDP17002450,SW-LPA,-70,VNG-S,โกดังสยามวู๊ด,2017-05-12,2017-05-09,คุณวิรัช
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002451,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002452,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002453,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002454,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002456,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002457,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002460,SW-LPA,-140,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002461,SW-LPA,-140,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002462,SW-LPA,-140,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002463,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002464,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002465,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002466,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002467,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002468,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002469,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002473,SW-LPA,"-1,050.00",VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002474,SW-LPA,"-1,050.00",VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002475,SW-LPA,"-1,050.00",VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002476,SW-LPA,-140,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-05-11,2017-05-09,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002477,SW-LPA,-70,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-05-11,2017-05-09,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002478,SW-LPA,-70,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-05-12,2017-05-09,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002480,SW-LPA,-280,VNG-S,โคราช,2017-05-12,2017-05-09,คุณวิรัช
ภูพนาค้าไม้,Sales order,On order,1PB02NG150012302450,VSDP17002483,SW-LPA,-70,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-05-12,2017-05-09,คุณประดิษฐ์
ภูพนาค้าไม้,Sales order,On order,1PB02NG150012302450,VSDP17002484,SW-LPA,-140,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-05-12,2017-05-09,คุณประดิษฐ์
ภูพนาค้าไม้,Sales order,On order,1PB02NG150012302450,VSDP17002485,SW-LPA,-70,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-05-13,2017-05-09,คุณประดิษฐ์
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS190012302450,VSDS17000502,SW-LMA,-52,VNG-S,M.K - ใบชั่วคราว,2017-05-11,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS190012302450,VSDS17000503,SW-LMA,-52,VNG-S,M.K - ใบชั่วคราว,2017-05-12,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS190012302450,VSDS17000504,SW-LMA,-52,VNG-S,M.K - ใบชั่วคราว,2017-05-13,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS160012302450,VSDS17000505,SW-LMA,-124,VNG-S,M.K - ใบชั่วคราว,2017-05-11,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS160012302450,VSDS17000506,SW-LMA,-124,VNG-S,M.K - ใบชั่วคราว,2017-05-12,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS160012302450,VSDS17000507,SW-LMA,-62,VNG-S,M.K - ใบชั่วคราว,2017-05-16,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS160012302450,VSDS17000508,SW-LMA,-62,VNG-S,M.K - ใบชั่วคราว,2017-05-17,2017-05-09,คุณวิรัช
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG150012302450,VSDP17002498,SW-LPA,-140,VNG-S,บางบัวทอง,2017-05-25,2017-05-09,คุณดำรงศักดิ์
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG180012302450,VSDP17002503,SW-LPA,-60,VNG-S,โกดังสยามวู๊ด,2017-05-12,2017-05-11,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG180012302450,VSDP17002504,SW-LPA,-60,VNG-S,โกดังสยามวู๊ด,2017-05-13,2017-05-11,คุณวิรัช
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01S4120012301840,VSDP17002511,SW-LPA,"-1,020.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-05-12,2017-05-11,คุณไกรฤกษ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01S4120012301840,VSDP17002512,SW-LPA,"-1,360.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-05-12,2017-05-11,คุณไกรฤกษ์
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002520,SW-LPA,-180,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-05-13,2017-05-11,คุณวิรัช
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG250012302150,VSDP17002524,SW-LPA,-84,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-05-12,2017-05-11,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG190012302150,VSDP17002531,SW-LPA,-55,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-05-16,2017-05-11,คุณไกรฤกษ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002535,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-13,2017-05-12,คุณประดิษฐ์
